NEWJOB,1529861126736
10,3
11,3
12,2
13,4
14,1
15,4
16,3
17,5
18,4
19,3
20,1
21,2
22,1
23,1
24,2
25,2
26,266
27,5
28,6
29,3
30,3
31,2
32,4
33,1
34,2
35,3
36,13
37,2
38,5
39,1
40,5
41,1
42,2
43,2
44,3
45,1
46,6
47,3
48,3
49,3
50,3
51,1
52,3
53,3
54,2
55,3
56,3
57,3
58,5
59,2
60,2
61,2
62,3
63,3
64,3
65,230
66,2
67,3
68,2
69,2
70,1
71,3
72,1
73,2
74,3
75,2
76,0
77,2
78,1
79,2
80,1
81,0
82,227
83,3
84,1
85,2
86,1
87,1
88,2
89,2
90,1
91,1
92,1
93,291
94,0
96,2
95,229
97,2
98,1
99,1
100,1
101,1
102,292
103,3
104,3
105,1
106,2
107,1
108,2
109,1
110,2
111,2
112,2
113,283
114,1
115,0
116,1
117,1
118,1
119,1
120,1
121,2
122,1
123,2
124,1
125,1
126,1
127,1
128,2
129,1
130,290
131,0
132,3
133,0
134,0
135,234
136,1
137,3
138,1
139,1
140,0
141,1
142,1
143,1
144,1
145,1
146,0
147,277
148,1
149,1
150,1
151,1
152,1
153,2
154,2
155,1
156,0
157,1
158,0
159,2
160,1
161,1
162,2
163,1
164,1
165,1
166,2
167,0
168,1
169,287
170,1
171,2
172,2
173,1
174,1
175,2
176,0
177,434
178,203
179,1
180,1
181,1
182,2
183,0
184,257
185,2
186,1
187,0
188,1
189,1
190,1
192,1
191,256
193,1
194,1
195,1
196,1
197,1
198,236
199,2
200,1
201,1
202,219
203,1
204,1
205,2
206,1
207,0
208,0
209,1
210,1
211,252
212,2
213,1
214,1
215,2
216,1
217,2
218,2
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,2
227,1
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,2
239,1
240,1
241,2
242,1
243,0
244,2
245,2
246,1
247,1
248,1
249,2
250,1
251,1
252,1
253,1
254,1
256,229
257,1
255,514
258,1
259,1
260,1
261,484
262,236
263,1
264,1
265,1
266,1
267,1
268,0
269,1
270,0
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,0
279,1
280,1
281,0
282,0
283,1
284,1
285,0
286,0
287,0
288,1
289,1
290,1
291,1
292,0
293,0
294,0
295,0
296,0
297,0
298,1
299,0
300,1
301,1
302,1
303,1
304,1
305,2
306,2
307,3
308,1
309,1
310,0
311,0
312,0
313,0
314,1
315,0
316,0
317,1
318,0
320,0
319,243
321,1
322,0
323,1
324,2
325,1
326,0
327,264
328,0
329,1
330,1
331,1
332,1
333,1
334,1
335,0
336,1
337,0
338,1
339,219
340,1
341,2
342,1
343,1
344,1
345,2
346,0
347,1
348,0
349,1
350,0
351,1
352,1
353,252
354,1
355,0
356,1
357,285
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,207
367,2
368,462
369,251
370,1
371,0
372,0
373,3
374,1
375,1
376,1
377,0
378,1
379,287
380,1
381,1
382,1
384,0
383,298
385,1
386,222
387,1
388,1
389,1
390,2
391,1
392,457
393,227
394,3
395,1
396,1
397,5
398,1
399,1
400,265
401,2
402,1
403,1
404,1
405,0
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,207
419,1
420,1
421,1
422,1
423,282
424,1
425,2
426,2
427,1
428,0
429,1
430,1
431,0
432,1
433,2
434,279
435,1
436,1
437,1
438,1
439,0
440,1
441,2
442,1
443,2
444,1
445,1
446,2
447,1
448,1
449,1
450,0
451,244
452,0
453,0
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,2
463,0
464,0
465,1
466,0
467,1
468,1
469,0
470,284
471,1
472,1
473,1
474,208
475,1
476,2
477,1
478,0
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,0
487,2
488,2
489,1
490,2
491,3
492,1
493,1
494,1
495,1
496,2
497,2
498,1
499,1
500,2
501,1
502,1
503,1
504,1
505,0
506,1
507,300
508,0
509,1
510,1
511,1
512,1
513,2
514,202
515,1
516,0
517,1
518,1
519,1
520,1
521,2
522,519
523,273
524,1
525,1
526,1
